contract_decimals,contract_name,contract_ticker_symbol,contract_address,supports_erc,logo_url,quote_rate,rank
18,OKB,OKB,0x75231f58b43240c9718dd58b4967c5114342a86c,,https://logos.covalenthq.com/tokens/0x75231f58b43240c9718dd58b4967c5114342a86c.png,18.690966,27
8,Compound Ether,cETH,0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5,,https://logos.covalenthq.com/tokens/0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5.png,54.29873,31
18,Dai Stablecoin,DAI,0x6b175474e89094c44da98b954eedeac495271d0f,,https://logos.covalenthq.com/tokens/0x6b175474e89094c44da98b954eedeac495271d0f.png,0.9790377,32
18,FirstBlood Token,1ST,0xaf30d2a7e90d7dc361c8c4585e9bb7d2f6f15bc7,,https://logos.covalenthq.com/tokens/0xaf30d2a7e90d7dc361c8c4585e9bb7d2f6f15bc7.png,19.931183,32
18,HuobiToken,HT,0x6f259637dcd74c767781e37bc6133cd6a68aa161,,https://logos.covalenthq.com/tokens/0x6f259637dcd74c767781e37bc6133cd6a68aa161.png,22.629526,35
8,Compound Dai,cDAI,0x5d3a536e4d6dbd6114cc1ead35777bab948e3643,,https://logos.covalenthq.com/tokens/0x5d3a536e4d6dbd6114cc1ead35777bab948e3643.png,0.020925289,37
18,Maker Token,MKR,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,,https://logos.covalenthq.com/tokens/0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2.png,3921.6204,38
8,Compound USD Coin,cUSDC,0x39aa39c021dfbae8fac545936693ac917d5e7563,,https://logos.covalenthq.com/tokens/0x39aa39c021dfbae8fac545936693ac917d5e7563.png,0.021470059,41
18,FTT,FTX Token,0x50d1c9771902476076ecfc8b2a83ad6b9355a4c9,,https://logos.covalenthq.com/tokens/0x50d1c9771902476076ecfc8b2a83ad6b9355a4c9.png,40.048206,42
18,Avalanche,AVAX,0x9debca6ea3af87bf422cea9ac955618ceb56efb4,,https://logos.covalenthq.com/tokens/0x9debca6ea3af87bf422cea9ac955618ceb56efb4.png,26.40736,44
8,CRO,CRO,0xa0b73e1ff0b80914ab6fe0444e65848c4c34450b,,https://logos.covalenthq.com/tokens/0xa0b73e1ff0b80914ab6fe0444e65848c4c34450b.png,0.12170359,48
18,Bitfinex LEO Token,LEO,0x2af5d2ad76741191d15dfe7bf6ac92d4bd912ca3,,https://logos.covalenthq.com/tokens/0x2af5d2ad76741191d15dfe7bf6ac92d4bd912ca3.png,3.1600432,50
18,Compound,COMP,0x0000000000000000000000000000000000000000,,https://logos.covalenthq.com/tokens/0xc00e94cb662c3520282e6f5717214004a7f26888.png,507.50742,52
18,Synthetix Network Token,SNX,0xc011a73ee8576fb46f5e1c5751ca3b9fe0af2a6f,,https://logos.covalenthq.com/tokens/0xc011a73ee8576fb46f5e1c5751ca3b9fe0af2a6f.png,16.6618,53
18,SushiToken,SUSHI,0x6b3595068778dd592e39a122f4f5a5cf09c90fe2,,https://logos.covalenthq.com/tokens/0x6b3595068778dd592e39a122f4f5a5cf09c90fe2.png,14.551886,54
4,Celsius,CEL,0xaaaebe6fe48e54f431b0c390cfaf0b017d09d42d,,https://logos.covalenthq.com/tokens/0xaaaebe6fe48e54f431b0c390cfaf0b017d09d42d.png,6.3289723,55
18,yearn.finance,YFI,0x0bc529c00c6401aef6d220be8c6ea1667f6ad93e,,https://logos.covalenthq.com/tokens/0x0bc529c00c6401aef6d220be8c6ea1667f6ad93e.png,50188.086,62
18,Amp,AMP,0xff20817765cb7f73d4bde2e66e067e58d11095c2,,https://logos.covalenthq.com/tokens/0xff20817765cb7f73d4bde2e66e067e58d11095c2.png,0.048681434,63
2,Telcoin,TEL,0x467bccd9d29f223bce8043b84e8c8b282827790f,,https://logos.covalenthq.com/tokens/0x467bccd9d29f223bce8043b84e8c8b282827790f.png,0.030479988,66
18,chiliZ,CHZ,0x3506424f91fd33084466f402d5d97f05f8e3b4af,,https://logos.covalenthq.com/tokens/0x3506424f91fd33084466f402d5d97f05f8e3b4af.png,0.29131588,67
18,HoloToken,HOT,0x6c6ee5e31d828de241282b9606c8e98ea48526e2,,https://logos.covalenthq.com/tokens/0x6c6ee5e31d828de241282b9606c8e98ea48526e2.png,0.007924255,70
18,Nexo,NEXO,0xb62132e35a6c13ee1ee0f84dc5d40bad8d815206,,https://logos.covalenthq.com/tokens/0xb62132e35a6c13ee1ee0f84dc5d40bad8d815206.png,2.3996854,71
18,Enjin Coin,ENJ,0xf629cbd94d3791c9250152bd8dfbdf380e2a3b9c,,https://logos.covalenthq.com/tokens/0xf629cbd94d3791c9250152bd8dfbdf380e2a3b9c.png,1.3592166,73
18,Basic Attention Token,BAT,0x0d8775f648430679a709e98d2b0cb6250d2887ef,,https://logos.covalenthq.com/tokens/0x0d8775f648430679a709e98d2b0cb6250d2887ef.png,0.8283571,74
18,Paxos Standard,PAX,0x8e870d67f660d95d5be530380d0ec0bd388289e1,,https://logos.covalenthq.com/tokens/0x8e870d67f660d95d5be530380d0ec0bd388289e1.png,0.9894694,77
18,TrueUSD,TUSD,0x0000000000085d4780b73119b644ae5ecd22b376,,https://logos.covalenthq.com/tokens/0x0000000000085d4780b73119b644ae5ecd22b376.png,0.9705378,78
